,BrdIndx,Area,Round,Bright,Compact,ShpIndx,Mean_G,Mean_R,Mean_NIR,SD_G,SD_R,SD_NIR,LW,GLCM1,Rect,GLCM2,Dens,Assym,NDVI,BordLngth,GLCM3,BrdIndx_40,Area_40,Round_40,Bright_40,Compact_40,ShpIndx_40,Mean_G_40,Mean_R_40,Mean_NIR_40,SD_G_40,SD_R_40,SD_NIR_40,LW_40,GLCM1_40,Rect_40,GLCM2_40,Dens_40,Assym_40,NDVI_40,BordLngth_40,GLCM3_40,BrdIndx_60,Area_60,Round_60,Bright_60,Compact_60,ShpIndx_60,Mean_G_60,Mean_R_60,Mean_NIR_60,SD_G_60,SD_R_60,SD_NIR_60,LW_60,GLCM1_60,Rect_60,GLCM2_60,Dens_60,Assym_60,NDVI_60,BordLngth_60,GLCM3_60,BrdIndx_80,Area_80,Round_80,Bright_80,Compact_80,ShpIndx_80,Mean_G_80,Mean_R_80,Mean_NIR_80,SD_G_80,SD_R_80,SD_NIR_80,LW_80,GLCM1_80,Rect_80,GLCM2_80,Dens_80,Assym_80,NDVI_80,BordLngth_80,GLCM3_80,BrdIndx_100,Area_100,Round_100,Bright_100,Compact_100,ShpIndx_100,Mean_G_100,Mean_R_100,Mean_NIR_100,SD_G_100,SD_R_100,SD_NIR_100,LW_100,GLCM1_100,Rect_100,GLCM2_100,Dens_100,Assym_100,NDVI_100,BordLngth_100,GLCM3_100,BrdIndx_120,Area_120,Round_120,Bright_120,Compact_120,ShpIndx_120,Mean_G_120,Mean_R_120,Mean_NIR_120,SD_G_120,SD_R_120,SD_NIR_120,LW_120,GLCM1_120,Rect_120,GLCM2_120,Dens_120,Assym_120,NDVI_120,BordLngth_120,GLCM3_120,BrdIndx_140,Area_140,Round_140,Bright_140,Compact_140,ShpIndx_140,Mean_G_140,Mean_R_140,Mean_NIR_140,SD_G_140,SD_R_140,SD_NIR_140,LW_140,GLCM1_140,Rect_140,GLCM2_140,Dens_140,Assym_140,NDVI_140,BordLngth_140,GLCM3_140
SD_NIR_120,-0.11680742,-0.538619556,0.055618108,-0.272720819,0.061217172,-0.120227973,-0.178513774,-0.312790031,-0.257606128,0.669347631,0.668533923,0.670994695,-0.093726194,0.302156161,-0.151991978,-0.094147055,-0.204469507,-0.094869087,0.183636738,-0.565588396,0.055462152,0.084471765,-0.471696732,0.091026031,-0.30566159,0.148616732,0.03749558,-0.219671484,-0.338440362,-0.287003816,0.681661468,0.715436348,0.715717779,-0.10533938,0.302796336,-0.163499115,0.308027632,-0.089572698,-0.132607017,0.172618962,-0.404174666,-0.037450247,0.086972396,-0.516432851,0.072031331,-0.316932083,0.120393887,0.022552885,-0.240916792,-0.344384484,-0.29520876,0.726250314,0.757078571,0.756736344,-0.132441198,0.353272983,-0.12948935,0.406541955,-0.007619104,-0.165587548,0.152347972,-0.369644592,-0.144820074,0.171405396,-0.444744503,0.133096301,-0.356412481,0.132564872,0.110779099,-0.286650844,-0.378650326,-0.332066126,0.770684848,0.834269542,0.835594131,-0.109888652,0.391713426,-0.207657875,0.536929889,-0.062725596,-0.106385381,0.149891139,-0.239895542,-0.239586007,0.242441879,-0.374195707,0.185938119,-0.378036515,0.158091125,0.19014277,-0.297217954,-0.401453722,-0.360957214,0.830870259,0.912469096,0.920263276,-0.071189642,0.469681584,-0.243157695,0.656108901,-0.103305999,-0.06477529,0.188405793,-0.13084467,-0.341347402,0.274376674,-0.318435237,0.183301544,-0.386039521,0.158660538,0.222864863,-0.299898893,-0.408623265,-0.377539832,0.872161823,0.987814705,1,-0.069325017,0.508101449,-0.250212461,0.715419679,-0.100726471,-0.032948004,0.207450629,-0.072012843,-0.391610959,0.239758185,-0.297567871,0.1497613,-0.393504182,0.099739989,0.186909651,-0.31857036,-0.411501874,-0.382681643,0.837063827,0.943340132,0.953031694,-0.06677837,0.503130613,-0.21826311,0.686792421,-0.084816905,-0.023128125,0.201227782,-0.096029807,-0.385255232
LW_120,-0.054305921,-0.020622095,-0.069680434,0.056690474,-0.047598632,0.063208473,0.028593624,0.068639374,0.057237936,-0.061705078,-0.113023177,-0.093059748,0.487407984,-0.0576048,0.0456074,-0.037554337,-0.193916151,0.187394458,-0.05349771,0.042462469,0.073294423,-0.073477578,0.051185191,-0.041501539,0.055672545,-0.047008821,0.136647873,0.041834068,0.06064923,0.051723359,-0.058140055,-0.016437496,-0.01888762,0.733551353,-0.025615752,0.045563497,0.056665333,-0.309015426,0.266675459,-0.037114133,0.167173618,0.025644317,-0.062876338,0.104603839,-0.044591956,0.059398498,-0.047644228,0.156024044,0.045675676,0.063664325,0.055778947,-0.093299744,-0.048440759,-0.050930862,0.769665078,-0.074554659,0.044075842,0.007903286,-0.362764473,0.321380346,-0.033653264,0.194802594,0.078929596,-0.070244288,0.180377666,-0.000811676,0.055247904,-0.017021654,0.222808879,0.045682818,0.057773339,0.051343508,-0.081891314,-0.026668834,-0.027746849,0.901434444,-0.170043977,0.022801944,0.008224273,-0.42340268,0.347097876,-0.030479259,0.264094389,0.149609856,-0.089941806,0.164545681,-0.029122337,0.063098895,-0.038036678,0.231062782,0.048978332,0.067278315,0.060510349,-0.097803338,-0.052241468,-0.054280341,0.978048108,-0.134601285,0.040848889,-0.011560148,-0.436152957,0.371447934,-0.044685415,0.251383904,0.141010853,-0.099045215,0.133218061,-0.016114556,0.06308144,-0.028804342,0.210311159,0.049307949,0.06683496,0.061367275,-0.101315572,-0.065783277,-0.069325017,1,-0.152265679,0.041586749,-0.029841839,-0.459721852,0.396599845,-0.045671705,0.204981016,0.161782377,-0.088709266,0.105480204,0.007917093,0.064318234,0.008439853,0.206993231,0.052471617,0.067100151,0.062378498,-0.111047959,-0.074387287,-0.077550788,0.980682633,-0.165217916,0.027056156,-0.036929768,-0.440480127,0.374567473,-0.044894338,0.172026631,0.176245944
GLCM1_120,0.129236542,-0.563799176,0.185057816,-0.391431832,0.212228222,0.115156393,-0.172157717,-0.463242722,-0.428671872,0.370772283,0.319486417,0.323169276,-0.107215641,0.513934817,-0.270978863,0.11955788,-0.224320634,-0.034694541,0.423324831,-0.391375184,-0.228697381,0.161866306,-0.398530564,0.156331663,-0.402777517,0.194037047,0.119462926,-0.191964403,-0.469099574,-0.439011842,0.405756073,0.304598172,0.296908651,-0.146468063,0.618239211,-0.196363672,0.378393933,-0.089724741,-0.065975149,0.428389807,-0.231097141,-0.462851444,0.202746204,-0.348167807,0.185034372,-0.402858375,0.205487672,0.15355253,-0.194531194,-0.469068862,-0.440435086,0.427859102,0.2993226,0.292377669,-0.155715453,0.705606096,-0.197800502,0.489617363,-0.057262944,-0.080669042,0.432133674,-0.123000433,-0.571631411,0.248366108,-0.227319152,0.215691957,-0.417304563,0.192362011,0.202988297,-0.219319206,-0.478698866,-0.453474524,0.501354416,0.365345181,0.361747669,-0.143606959,0.780362484,-0.262944683,0.564742536,-0.092155262,-0.056557408,0.435258977,-0.021854551,-0.67944896,0.246198358,-0.154642978,0.246747186,-0.424087426,0.186405168,0.201375495,-0.222471145,-0.485173484,-0.464139445,0.574597787,0.436555728,0.434788135,-0.147115066,0.907163933,-0.263999853,0.641602325,-0.101066059,-0.047933499,0.46804753,0.018379963,-0.834495304,0.29247854,-0.079806636,0.267866424,-0.432878635,0.186824814,0.248281977,-0.225250332,-0.493997513,-0.480386489,0.654844012,0.502581517,0.508101449,-0.152265679,1,-0.306256831,0.726603496,-0.114670837,-0.027088479,0.505331188,0.087764415,-0.930276704,0.293837386,-0.051588814,0.257357215,-0.433475941,0.162564714,0.24980567,-0.23485978,-0.492362036,-0.478327942,0.616114376,0.485329447,0.490307713,-0.14660083,0.942006769,-0.305736283,0.696353122,-0.123856009,-0.020101005,0.503376919,0.094306113,-0.87948201
Rect_120,-0.094777945,0.228109203,-0.151072957,0.015378716,-0.173980504,-0.143425402,-0.088883121,0.049459531,0.068157775,-0.198952194,-0.148531471,-0.169557215,-0.085209408,-0.19069999,0.196926307,-0.102201409,0.287308677,-0.173892058,-0.180565472,0.036577594,0.073453732,-0.289843589,0.135381427,-0.389953801,0.023244529,-0.363800058,-0.32289576,-0.077221684,0.055053784,0.073031202,-0.16511295,-0.115856231,-0.126025399,-0.035627228,-0.169143445,0.391316778,-0.22815063,0.380765196,-0.130470478,-0.176884937,-0.146367677,0.059840942,-0.392322806,0.109842486,-0.506094486,0.028379802,-0.471298885,-0.416795717,-0.068656948,0.057102256,0.078080251,-0.176855364,-0.137447534,-0.139410287,-0.036742571,-0.146151688,0.540503455,-0.254506637,0.446884834,-0.141655748,-0.173467669,-0.20516648,0.071008031,-0.553941515,-0.023724847,-0.64434432,0.040369782,-0.592445147,-0.554639376,-0.050963795,0.06608851,0.086290608,-0.216814727,-0.187812636,-0.180329996,-0.017925135,-0.211877161,0.718863794,-0.34707619,0.550523567,-0.165270947,-0.175037677,-0.32825321,0.157744095,-0.708387986,-0.151099428,-0.790470258,0.053814539,-0.717398689,-0.686405286,-0.053784485,0.084821231,0.10528583,-0.243409643,-0.241447798,-0.233037136,0.008054505,-0.304842256,0.878602719,-0.446476863,0.634704665,-0.184966292,-0.206218297,-0.476624104,0.261398436,-0.777691825,-0.223500402,-0.871246732,0.052296606,-0.762981874,-0.748082094,-0.050240474,0.081745268,0.100886745,-0.257195563,-0.26542818,-0.250212461,0.041586749,-0.306256831,1,-0.471158753,0.687041472,-0.184648221,-0.204490083,-0.538617366,0.270364219,-0.703529591,-0.223009203,-0.761845375,0.065524442,-0.631315618,-0.677371685,-0.031814542,0.092984349,0.109553568,-0.249128702,-0.270696325,-0.258529338,0.031550062,-0.309655952,0.889414561,-0.450040933,0.629166552,-0.200779072,-0.201954989,-0.467040307,0.278604333
GLCM2_120,0.070785648,-0.544459074,0.179557879,-0.384913567,0.201525945,0.069595856,-0.132202915,-0.461808036,-0.447566521,0.58018878,0.493057115,0.522930924,-0.042489622,0.47996467,-0.28385942,0.217790938,-0.271409612,-0.02844615,0.468726522,-0.447600825,-0.138462787,0.270205777,-0.433175207,0.259758804,-0.411175771,0.271551319,0.236009239,-0.166322672,-0.481866162,-0.470905154,0.56848895,0.475219479,0.483457593,-0.050329289,0.486167741,-0.308195886,0.57575278,-0.177935493,-0.102528333,0.471492027,-0.230749387,-0.270840391,0.307755807,-0.443290245,0.283700337,-0.41656042,0.276628594,0.256225822,-0.17937246,-0.484636761,-0.474929075,0.591972042,0.483230586,0.492350308,-0.067614679,0.524122742,-0.32087526,0.677633361,-0.140614994,-0.101017596,0.462353012,-0.171244034,-0.359339976,0.39664767,-0.348897262,0.333879858,-0.438278252,0.267966534,0.350364489,-0.210802678,-0.501894077,-0.494288373,0.639069334,0.548517884,0.553613617,-0.045976263,0.558343276,-0.396290425,0.775133649,-0.19978891,-0.057724428,0.466704973,-0.039519208,-0.444385439,0.464751849,-0.245572984,0.386915219,-0.461254303,0.288778813,0.423729713,-0.226299788,-0.525873265,-0.520265378,0.720764808,0.64553457,0.650359528,-0.023859352,0.669896363,-0.425225353,0.914378664,-0.239232756,-0.020908478,0.5065684,0.078137957,-0.587620558,0.543195926,-0.162116484,0.407836388,-0.471893803,0.304168991,0.499876997,-0.242176162,-0.53295276,-0.532436624,0.775595963,0.711822598,0.715419679,-0.029841839,0.726603496,-0.471158753,1,-0.262039896,0.019566375,0.523669057,0.171911656,-0.653481541,0.51062375,-0.144148,0.376041971,-0.482475499,0.251975379,0.462621105,-0.266058904,-0.539061324,-0.537914501,0.745171441,0.69116619,0.697612705,-0.028862752,0.704364665,-0.448021433,0.957621215,-0.249469903,0.02990854,0.518947745,0.134878975,-0.630862061
Dens_120,-0.068381878,0.162410268,-0.086953303,0.037322011,-0.100299443,-0.195570703,0.006507631,0.03683552,0.057282038,-0.072799666,-0.061710432,-0.093630542,-0.340483082,-0.052656796,0.109270651,0.000291161,0.378495775,-0.32063237,-0.045334437,-0.063984266,-0.025891236,-0.173455451,0.025535778,-0.280169544,0.043549286,-0.239148009,-0.349655671,0.009191632,0.044900638,0.063676976,-0.074344255,-0.074503528,-0.091814738,-0.3831467,-0.095729206,0.270750098,-0.150824734,0.558851792,-0.404380289,-0.050075143,-0.284545722,0.024734268,-0.244041239,-0.093927779,-0.349966784,0.045352826,-0.316810932,-0.445069881,0.013161008,0.045285719,0.065157197,-0.052756615,-0.051224257,-0.061075796,-0.463287372,-0.052057614,0.377413533,-0.144161747,0.70289325,-0.523191011,-0.049226268,-0.388349352,0.012838605,-0.342144974,-0.241387147,-0.481869408,0.052797763,-0.446813299,-0.559442523,0.021676415,0.053264985,0.070365605,-0.074919026,-0.077994143,-0.078731931,-0.499476477,-0.073569716,0.497144194,-0.199543702,0.82488616,-0.591878661,-0.053807962,-0.489557695,0.052039952,-0.440306834,-0.311317705,-0.572510604,0.059767826,-0.534993173,-0.657158216,0.024016315,0.061678666,0.078785509,-0.082617537,-0.098570026,-0.097264773,-0.480493149,-0.123777584,0.589784431,-0.249923886,0.914683831,-0.665671093,-0.062317487,-0.580010091,0.097652274,-0.497848662,-0.351266212,-0.680396883,0.059942211,-0.600266036,-0.700714139,0.028956336,0.060962383,0.076263972,-0.100645449,-0.107086371,-0.100726471,-0.459721852,-0.114670837,0.687041472,-0.262039896,1,-0.72382974,-0.061640696,-0.608259043,0.092903651,-0.471156851,-0.336608109,-0.638583966,0.065168435,-0.556977893,-0.658253721,0.035355551,0.066625921,0.079661914,-0.090477106,-0.108265574,-0.104372576,-0.446458878,-0.110662483,0.649193665,-0.247343456,0.929024996,-0.683989991,-0.063841798,-0.542228251,0.089546588
Assym_120,0.026591339,-0.026868082,0.019176839,-0.056668292,0.019118508,0.131502898,-0.094165436,-0.030764106,-0.039259882,-0.037926218,-0.016968714,0.021529886,0.268514395,-0.06239551,-0.012152235,-0.090749643,-0.231420793,0.23718671,-0.076968552,0.095773045,0.076987796,0.013292314,0.021015932,0.073812029,-0.059163236,0.030529422,0.160201204,-0.090868309,-0.036184329,-0.04414545,-0.01430266,0.013338932,0.037417639,0.286127901,-0.009740705,-0.063856561,-0.001752559,-0.347603293,0.395214986,-0.068762782,0.186638754,0.026662665,0.046346659,0.148231137,0.072220966,-0.060753657,0.04357417,0.231480091,-0.095501035,-0.036662708,-0.044109088,-0.056791887,-0.039772835,-0.01822815,0.381920362,-0.043688091,-0.092447781,-0.005746404,-0.48473063,0.589664396,-0.072907493,0.296005639,0.052143514,0.085803847,0.232831221,0.154581461,-0.0668163,0.142784746,0.28383203,-0.099506795,-0.045428169,-0.049026682,-0.054321986,-0.039576167,-0.028471995,0.404625854,-0.03220312,-0.152103321,0.021892165,-0.583497647,0.726058338,-0.068519399,0.320524936,0.026566777,0.086480549,0.229459822,0.159963227,-0.068654429,0.142268192,0.305164093,-0.105414456,-0.045988995,-0.049411591,-0.057594954,-0.050266353,-0.041199307,0.40008527,-0.041194597,-0.159160354,0.013243623,-0.661573571,0.876317609,-0.072646322,0.323192392,0.033596549,0.081968053,0.248717673,0.206361769,-0.074922589,0.165999561,0.294135192,-0.115831967,-0.051421046,-0.053456242,-0.024947915,-0.043520392,-0.032948004,0.396599845,-0.027088479,-0.184648221,0.019566375,-0.72382974,1,-0.067564778,0.321227642,0.013544543,0.085803892,0.234841537,0.220218795,-0.070484391,0.190418145,0.278977667,-0.107206011,-0.049893414,-0.051318319,-0.044391653,-0.047430178,-0.036939818,0.372994221,-0.041973419,-0.201586322,0.006107245,-0.660077283,0.893138874,-0.060869089,0.289114298,0.032944825
NDVI_120,0.136502546,-0.340079636,0.138938307,-0.340066391,0.163439443,0.139028391,0.160195588,-0.524954623,-0.516315362,0.374791591,0.249255795,0.288739137,-0.012997105,0.492524439,-0.238742086,0.296806099,-0.193761711,0.000212673,0.907132433,-0.239937726,-0.299478567,0.176355791,-0.247359072,0.139718063,-0.352768634,0.133981806,0.12791426,0.140214433,-0.532901334,-0.52548418,0.341948905,0.16320468,0.165597121,-0.077240644,0.518924323,-0.175713602,0.452956353,-0.031942896,-0.120249502,0.919932912,-0.159288613,-0.43787461,0.221021801,-0.228040394,0.168327704,-0.348371261,0.160301341,0.159224876,0.141876297,-0.530302174,-0.52224102,0.337745584,0.147879598,0.150918198,-0.090213412,0.525993434,-0.183973233,0.508124894,-0.017427082,-0.114642188,0.93392775,-0.078380811,-0.479768936,0.257427185,-0.170432807,0.182111139,-0.348649152,0.126154876,0.201706153,0.127653279,-0.525840463,-0.51884078,0.373810431,0.189208105,0.185928202,-0.070893912,0.495912331,-0.202585786,0.530181317,-0.032152391,-0.135556031,0.945648318,-0.01231358,-0.473626535,0.214611125,-0.120259249,0.187855629,-0.354561097,0.10424151,0.171741547,0.117865799,-0.528421402,-0.521435686,0.369284206,0.193308445,0.189232611,-0.054251998,0.482827872,-0.182797034,0.503598103,-0.041060714,-0.114009764,0.963453937,-0.000882909,-0.472281721,0.228643955,-0.105852989,0.183112896,-0.364697701,0.101796723,0.194708422,0.106880108,-0.536362613,-0.53130705,0.418584289,0.212432145,0.207450629,-0.045671705,0.505331188,-0.204490083,0.523669057,-0.061640696,-0.067564778,1,0.017471933,-0.499687815,0.237754138,-0.080120065,0.177455427,-0.373121093,0.079652488,0.200708654,0.079381652,-0.537165451,-0.529864008,0.43374245,0.244233289,0.242873562,-0.040671201,0.489744155,-0.237915595,0.525504964,-0.091043958,-0.030532858,0.987772738,0.021317351,-0.477387693
BordLngth_120,0.192041236,-0.077922459,0.115678631,0.08177677,0.121038162,0.214564755,0.119333124,0.069304364,0.045060177,-0.112858159,-0.090831311,-0.065332191,0.0662211,-0.034668245,-0.113869843,0.022979698,-0.162752078,0.175043432,0.03195516,0.131912456,0.01440751,0.308192655,0.10516019,0.268159492,0.079138859,0.223129096,0.373386035,0.121115554,0.064997373,0.041999982,-0.120822016,-0.113386964,-0.101620413,0.121442778,0.012770308,-0.228618874,0.085705776,-0.283266397,0.165365953,0.035789464,0.386592836,-0.030720404,0.401048982,0.244757606,0.36372715,0.081979665,0.309409966,0.499471726,0.122144214,0.068491503,0.045448475,-0.137303362,-0.124238604,-0.114520767,0.182316904,-0.013905869,-0.345200267,0.062967565,-0.402818586,0.250596196,0.030499631,0.526651915,-0.024767634,0.478609766,0.53587433,0.447417791,0.088136377,0.450086839,0.623631995,0.124230344,0.075807122,0.054137209,-0.131843717,-0.112882843,-0.11086086,0.259278176,0.009142293,-0.399792666,0.073087631,-0.488587562,0.259387856,0.02793759,0.741703276,-0.036319909,0.566551065,0.695358154,0.487016789,0.081323744,0.516552652,0.716050107,0.12127957,0.068316539,0.047084524,-0.109431419,-0.080189883,-0.084786479,0.255155773,0.083146555,-0.45394085,0.139743247,-0.554850855,0.308797321,0.02947126,0.868291122,-0.118596579,0.705514722,0.821559538,0.625799798,0.079777507,0.637580031,0.827412455,0.113350873,0.068457806,0.05101384,-0.101903143,-0.063678304,-0.072012843,0.204981016,0.087764415,-0.538617366,0.171911656,-0.608259043,0.321227642,0.017471933,1,-0.130452334,0.652818652,0.713341445,0.568034055,0.071119027,0.558333146,0.772392446,0.104728486,0.059720907,0.044800137,-0.133392967,-0.081475115,-0.088437715,0.208221939,0.059819971,-0.505598734,0.13401605,-0.577179126,0.322335065,0.017264271,0.863470259,-0.104729144
GLCM3_120,-0.164020678,0.399663527,-0.182748968,0.349967347,-0.203385528,-0.145308851,0.129290553,0.422936477,0.395728102,-0.252760936,-0.176046967,-0.182211265,0.103710298,-0.440474474,0.238416976,-0.124476532,0.161434063,0.032212915,-0.422513157,0.252820039,0.241919936,-0.168489174,0.261042749,-0.14640373,0.356512355,-0.173012975,-0.126018511,0.145049635,0.423916529,0.401155787,-0.271580493,-0.142939896,-0.130906913,0.142524646,-0.546349592,0.159147203,-0.309488941,0.045905397,0.063114724,-0.425704138,0.133156636,0.471110937,-0.221408998,0.181246217,-0.193782663,0.353326158,-0.195783495,-0.177551971,0.144437659,0.420442502,0.399769083,-0.303145778,-0.151954082,-0.14231542,0.138809046,-0.629590127,0.180911283,-0.425704849,0.047757947,0.058173754,-0.428986144,0.013405358,0.587202624,-0.249013679,0.090859524,-0.210753352,0.36516465,-0.173381464,-0.2069124,0.167481382,0.426711932,0.40999286,-0.393052384,-0.230440286,-0.226061643,0.135165098,-0.708935108,0.235909781,-0.492629986,0.074323346,0.041312654,-0.429451462,-0.047734263,0.710852638,-0.227316736,0.046698783,-0.232438239,0.36941666,-0.161363802,-0.184874298,0.168351495,0.430256912,0.418258938,-0.482869338,-0.315735426,-0.311928214,0.155741431,-0.828964171,0.230196245,-0.561975658,0.078337509,0.036121282,-0.460298137,-0.060421969,0.883026119,-0.279176976,-0.018418397,-0.255052805,0.377376211,-0.166040457,-0.236863381,0.168962768,0.438420329,0.434004862,-0.576902737,-0.387780115,-0.391610959,0.161782377,-0.930276704,0.270364219,-0.653481541,0.092903651,0.013544543,-0.499687815,-0.130452334,1,-0.298594036,-0.037758175,-0.260421053,0.381701108,-0.159795374,-0.254894171,0.182982211,0.4402595,0.434235368,-0.535684137,-0.378032982,-0.38447272,0.15699917,-0.890006613,0.288799298,-0.633178013,0.110879922,0.010656771,-0.496794214,-0.146241956,0.940933232
BrdIndx_140,0.147356653,-0.261532485,0.177632417,-0.066600604,0.17942918,0.14155373,0.070548819,-0.11043681,-0.127570227,0.166898285,0.148466099,0.176447474,-0.042139537,0.150377177,-0.211987942,0.080749612,-0.191038488,0.065999252,0.214474213,-0.096087948,-0.01107061,0.411491899,-0.131986021,0.379886649,-0.076770087,0.354700271,0.383691725,0.05992774,-0.119527608,-0.136294887,0.12605087,0.103846764,0.116373005,-0.063945488,0.151812209,-0.353517002,0.251880104,-0.237904059,0.009595049,0.217088733,0.178970456,-0.064805376,0.506049695,-0.067495381,0.450652523,-0.08202622,0.418065647,0.491624496,0.050608,-0.12206066,-0.140991201,0.114186726,0.091956114,0.100793415,-0.039291125,0.124561429,-0.446519122,0.245244527,-0.296816599,0.045694959,0.210138635,0.282135771,-0.068005908,0.658594311,0.074251326,0.565111676,-0.08944047,0.506580301,0.624040559,0.038736941,-0.12762349,-0.145970978,0.163098425,0.14813318,0.146281667,-0.045749127,0.196024265,-0.558571074,0.359579348,-0.376757744,0.061404909,0.21555602,0.395873348,-0.171911172,0.777430249,0.205420443,0.640643582,-0.107526705,0.591416885,0.730994581,0.029947338,-0.147687804,-0.166329115,0.202212754,0.213646222,0.206518772,-0.052622808,0.284237657,-0.631554907,0.468926934,-0.440596018,0.098690272,0.239204457,0.533832232,-0.281859154,0.894844835,0.307719128,0.721075251,-0.115135257,0.649644891,0.836682589,0.016736231,-0.153637429,-0.169748688,0.226005253,0.253364831,0.239758185,-0.088709266,0.293837386,-0.703529591,0.51062375,-0.471156851,0.085803892,0.237754138,0.652818652,-0.298594036,1,0.394803843,0.775759403,-0.125326652,0.695946024,0.923810957,-0.002910523,-0.160284771,-0.174238735,0.248191007,0.290454851,0.280469696,-0.098659611,0.316359022,-0.783263449,0.549273478,-0.528255736,0.13960474,0.228925886,0.715665912,-0.31413475
Area_140,0.152027784,0.083704487,0.032001659,0.199218247,0.019964067,0.154816324,0.179816485,0.196846229,0.177923095,-0.283937742,-0.247649772,-0.232718501,0.028827787,-0.163789195,0.021028678,-0.045796147,0.004778739,0.094009429,-0.059163184,0.236885872,0.026211696,0.11259367,0.313377642,0.077272793,0.210396281,0.041191135,0.173052304,0.196559827,0.204532507,0.187824101,-0.295159326,-0.27848191,-0.276045781,0.089374172,-0.110878798,-0.032086057,-0.130007929,-0.115419158,0.161248473,-0.055203642,0.377209452,0.005168969,0.177193039,0.458892102,0.172125477,0.216912313,0.127444577,0.284893646,0.203890757,0.210508956,0.194237508,-0.321068503,-0.292933567,-0.289897078,0.176747534,-0.124191849,-0.16303548,-0.169650144,-0.280249737,0.242124504,-0.056134766,0.496210029,0.023778095,0.184551478,0.65688585,0.204415632,0.232914634,0.240609633,0.286225218,0.220275267,0.225492117,0.211211454,-0.322688477,-0.298085738,-0.300001435,0.174580138,-0.099139157,-0.131547698,-0.178612336,-0.265107145,0.195563116,-0.060776465,0.568812576,0.015310731,0.20914693,0.775500624,0.214811351,0.237321813,0.287529033,0.318174307,0.224809156,0.229644134,0.217095039,-0.322819542,-0.301286281,-0.307246435,0.16241238,-0.075908972,-0.1539734,-0.174984539,-0.303921415,0.232952312,-0.069933528,0.63481107,-0.007876003,0.292343681,0.852884758,0.360693049,0.235196349,0.400930099,0.378465438,0.221398765,0.227813245,0.219276255,-0.305199673,-0.288535871,-0.297567871,0.105480204,-0.051588814,-0.223009203,-0.144148,-0.336608109,0.234841537,-0.080120065,0.713341445,-0.037758175,0.394803843,1,0.426365705,0.231449697,0.513118526,0.487191539,0.220694727,0.223555252,0.216432303,-0.306151524,-0.269818548,-0.279253943,0.121045828,-0.062603924,-0.324476391,-0.125266543,-0.412999397,0.260716118,-0.081155798,0.86469319,-0.03069437
Round_140,0.108496265,-0.201463155,0.165269411,0.003102137,0.174170629,0.156900057,0.096645322,-0.027166241,-0.048046418,0.111272491,0.097176785,0.113332633,0.097195112,0.138429098,-0.187622009,0.086971709,-0.275347406,0.185665175,0.154462412,-0.023497353,-0.039088989,0.30076386,-0.075628855,0.382404751,0.002232501,0.361802893,0.351884834,0.096372511,-0.028202264,-0.048418008,0.087966915,0.057955926,0.062257558,0.07343087,0.168417074,-0.367877648,0.211437182,-0.382907609,0.164341098,0.154269577,0.224027963,-0.11844933,0.361559376,0.001782263,0.464377219,0.001177952,0.421635691,0.421488149,0.094199661,-0.027822162,-0.050268281,0.058284615,0.036336167,0.030188831,0.104593313,0.116662622,-0.462371457,0.183954783,-0.454157382,0.198256711,0.153445228,0.289460911,-0.083544108,0.477516874,0.149683032,0.603224011,-0.007464542,0.551690925,0.511066963,0.085642503,-0.035931072,-0.057784786,0.097932521,0.084002243,0.0705079,0.084251207,0.18164615,-0.56495136,0.276832261,-0.516858664,0.186793066,0.1596465,0.380457508,-0.17889784,0.580578351,0.254395656,0.719774519,-0.01759884,0.670921716,0.597516475,0.083595957,-0.048564607,-0.069552573,0.117425448,0.127220903,0.11397499,0.056605688,0.238635248,-0.650837127,0.340615425,-0.577851256,0.208839295,0.177148523,0.488462239,-0.238019045,0.662871204,0.33936295,0.884129567,-0.018454648,0.779496741,0.66567183,0.081852441,-0.04891682,-0.069182423,0.161518864,0.171354835,0.1497613,0.007917093,0.257357215,-0.761845375,0.376041971,-0.638583966,0.220218795,0.177455427,0.568034055,-0.260421053,0.775759403,0.426365705,1,-0.024824697,0.886179826,0.750007649,0.070372762,-0.053009857,-0.071974374,0.178827457,0.197905043,0.178333751,-0.015152179,0.280930235,-0.87888779,0.406544166,-0.698037489,0.248890113,0.172032043,0.635066926,-0.273303818
